respondent_id,survey_year,region,province,sex,age,civil_status,education_level,years_of_schooling,employment_status,occupation_type,monthly_income_php,household_size,num_children,housing_type,water_source,toilet_facility,electricity_source,internet_access,health_insurance,food_insecurity_score,bmi,mental_health_score,dist_to_health_facility_km,received_gov_aid,gov_aid_amount_php
PH-002131,2020,Region III,Region III Province,Male,37,Live-in,Elementary,5,Self-Employed,Construction,24104.0,6,5,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,22.4,14.0,7.0,0,0
PH-002132,2022,Region IV-B,Region IV-B Province,Female,57,Widowed,High School,12,Employed,None/Informal,-999.0,4,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,4,27.9,10.0,8.2,1,1000
PH-002133,2020,Region XI,Davao del Norte,Female,49,Separated/Annulled,Vocational/Tech,14,Self-Employed,Healthcare,55786.0,5,1,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth + HMO,3,29.6,7.0,6.1,0,0
PH-002134,2021,Region XI,Davao del Norte,Female,30,Separated/Annulled,Elementary,5,Unemployed,None/Informal,0.0,4,4,Rented,Deep Well,None,Meralco/Electric Coop,Broadband,PhilHealth Only,4,24.7,4.0,7.2,1,500
PH-002135,2018,Region II,Region II Province,Male,42,Live-in,Postgraduate,17,Self-Employed,IT/Tech,89139.0,4,2,Rented,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Broadband,PhilHealth Only,3,31.1,7.0,5.8,1,1500
PH-002136,2020,Region IX,Region IX Province,Male,42,Married,Elementary,6,Employed,Education,27227.0,3,2,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,20.2,11.0,2.9,1,1000
PH-002137,2023,Region VIII,Region VIII Province,Male,49,Live-in,Vocational/Tech,13,Employed,Retail/Trade,9760.0,3,2,Rented,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,4,,5.0,10.6,0,0
PH-002138,2021,Region IV-B,Region IV-B Province,Male,17,Live-in,College,18,Retired,Manufacturing,4107.0,5,1,Owned - Light Materials,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,HMO Only,2,27.5,11.0,3.3,0,0
PH-002139,2022,Region IV-B,Region IV-B Province,Male,19,Married,High School,12,Self-Employed,Education,41088.0,5,1,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,20.0,0.0,2.9,0,0
PH-002140,2022,Region III,Region III Province,Female,34,Live-in,High School,10,Employed,Agriculture/Fishing,28169.0,4,2,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,1,30.6,7.0,8.4,0,0
PH-002141,2019,Region X,Region X Province,Male,39,Separated/Annulled,Vocational/Tech,11,Employed,None/Informal,32017.0,5,2,Rented,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,30.1,8.0,7.1,0,0
PH-002142,2020,CAR,CAR Province,Female,33,Single,College,16,Employed,Government,57761.0,3,4,Informal Settler,Deep Well,Shared Toilet,Solar,Mobile Data Only,PhilHealth Only,2,18.5,11.0,7.2,1,500
PH-002143,2020,Region V,Region V Province,Male,45,Married,College,16,Unemployed,None/Informal,,3,1,Rented,Communal Faucet,Shared Toilet,None,Mobile Data Only,PhilHealth + HMO,2,22.6,3.0,0.2,1,1000
PH-002144,2023,Region XII,Region XII Province,Male,44,Separated/Annulled,Postgraduate,19,Student,None/Informal,0.0,6,2,Shared/Rent-free,Piped/NAWASA,Shared Toilet,None,Broadband,HMO Only,3,24.3,7.0,1.5,0,0
PH-002145,2018,CARAGA,CARAGA Province,Female,53,Widowed,College,17,Student,None/Informal,0.0,6,1,Rented,Deep Well,Shared Toilet,None,None,None,4,25.4,0.0,10.3,1,1000
PH-002146,2021,Region IX,Region IX Province,Male,26,Widowed,High School,10,Unemployed,None/Informal,0.0,2,1,Owned - Light Materials,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth + HMO,5,27.2,9.0,6.7,0,0
PH-002147,2023,Region IV-B,Region IV-B Province,Male,51,Live-in,Elementary,5,Self-Employed,Transport/Logistics,42394.0,4,1,Rented,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,3,26.2,12.0,6.9,0,0
PH-002148,2019,NCR,Metro Manila,Male,47,Single,College,17,Student,None/Informal,0.0,3,4,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,4,33.2,4.0,2.6,0,0
PH-002149,2018,CARAGA,CARAGA Province,Male,37,Married,College,16,Employed,Healthcare,16467.0,3,1,Owned - Concrete,Communal Faucet,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,26.7,5.0,11.8,1,1000
PH-002150,2023,Region II,Region II Province,Female,60,Separated/Annulled,College,17,Unemployed,None/Informal,0.0,7,2,Rented,Communal Faucet,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,25.0,11.0,1.9,0,0
PH-002151,2018,Region III,Region III Province,Male,31,Single,Vocational/Tech,14,Unemployed,None/Informal,0.0,1,2,Informal Settler,Bottled/Delivered,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,4,22.5,,1.3,0,0
PH-002152,2019,Region XI,Davao de Oro,Male,17,Widowed,High School,10,Underemployed,IT/Tech,14946.0,6,4,Owned - Light Materials,Deep Well,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,2,,7.0,4.5,0,0
PH-002153,2019,Region VI,Region VI Province,Female,45,Married,High School,9,Retired,Education,12847.0,1,4,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,4,21.9,9.0,6.5,0,0
PH-002154,2018,Region IV-A,Laguna,Female,38,Single,College,17,Employed,None/Informal,17497.0,3,2,Owned - Light Materials,Deep Well,Pit Latrine,Meralco/Electric Coop,Both,HMO Only,4,26.8,6.0,7.3,0,0
PH-002155,2019,Region III,Region III Province,Female,15,Single,College,18,Employed,None/Informal,48497.0,1,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,None,None,None,1,,13.0,3.6,0,0
PH-002156,2018,Region X,Region X Province,Female,39,Live-in,Vocational/Tech,13,Retired,Government,9713.0,5,2,Shared/Rent-free,River/Rain,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,1,28.7,5.0,0.3,1,500
PH-002157,2023,BARMM,Basilan,Female,29,Widowed,College,17,Self-Employed,Manufacturing,-999.0,6,1,Owned - Concrete,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,2,23.1,18.0,14.7,1,2000
PH-002158,2023,Region V,Region V Province,Female,40,Single,High School,12,Retired,None/Informal,14944.0,5,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,2,24.2,,7.2,0,0
PH-002159,2019,Region I,Pangasinan,Female,35,Widowed,College,16,Employed,IT/Tech,37781.0,4,2,Shared/Rent-free,Bottled/Delivered,Water-sealed/Flush,None,Mobile Data Only,PhilHealth + HMO,1,28.3,9.0,8.0,1,1500
PH-002160,2019,Region III,Region III Province,Male,15,Widowed,Postgraduate,19,Employed,Healthcare,85222.0,4,3,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,HMO Only,1,,2.0,3.1,0,0
PH-002161,2019,Region IV-B,Region IV-B Province,Male,57,Live-in,Postgraduate,18,Student,None/Informal,0.0,4,2,Rented,Piped/NAWASA,Water-sealed/Flush,Solar,None,PhilHealth Only,4,26.6,8.0,6.1,0,0
PH-002162,2022,Region VII,Cebu,Female,63,Separated/Annulled,No Formal Education,0,Employed,Retail/Trade,23515.0,5,3,Owned - Light Materials,Piped/NAWASA,None,None,Mobile Data Only,PhilHealth Only,4,29.5,11.0,1.6,0,0
PH-002163,2020,Region X,Region X Province,Male,54,Live-in,Postgraduate,17,Employed,Agriculture/Fishing,12236.0,5,0,Owned - Concrete,Shallow Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,2,25.9,13.0,6.3,0,0
PH-002164,2018,Region XI,Davao de Oro,Male,54,Married,High School,11,Self-Employed,Manufacturing,31956.0,4,3,Informal Settler,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,19.3,10.0,7.1,1,1000
PH-002165,2019,Region VI,Region VI Province,Female,31,Live-in,High School,10,Student,None/Informal,0.0,7,1,Owned - Concrete,River/Rain,Water-sealed/Flush,None,Broadband,PhilHealth Only,4,23.8,8.0,1.7,0,0
PH-002166,2018,NCR,Metro Manila,Male,17,Married,Postgraduate,18,Unemployed,None/Informal,0.0,7,0,Informal Settler,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,15.5,,0.1,0,0
PH-002167,2023,Region IX,Region IX Province,Male,54,Married,Postgraduate,19,Student,None/Informal,0.0,6,1,Owned - Concrete,Deep Well,None,Solar,Broadband,None,5,28.6,6.0,2.5,1,1000
PH-002168,2019,Region XII,Region XII Province,Female,62,Live-in,College,17,Employed,Agriculture/Fishing,10575.0,1,3,Rented,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,30.3,,6.8,0,0
PH-002169,2023,Region IV-B,Region IV-B Province,Male,45,Married,Postgraduate,17,Retired,Manufacturing,-999.0,5,2,Rented,Bottled/Delivered,Water-sealed/Flush,Generator,None,None,2,21.3,6.0,0.1,1,1500
PH-002170,2022,Region X,Region X Province,Male,33,Widowed,College,18,Underemployed,Agriculture/Fishing,,2,2,Owned - Light Materials,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,5,28.4,0.0,2.0,1,1500
PH-002171,2023,Region IX,Region IX Province,Female,46,Married,Postgraduate,20,Employed,Agriculture/Fishing,13500.0,4,2,Owned - Light Materials,Communal Faucet,Pit Latrine,None,None,PhilHealth + HMO,2,24.9,1.0,3.2,0,0
PH-002172,2019,Region III,Region III Province,Female,38,Married,High School,12,Employed,Manufacturing,9360.0,5,2,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,25.4,,5.4,0,0
PH-002173,2020,NCR,Metro Manila,Female,29,Married,High School,10,Employed,Healthcare,26196.0,5,2,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,21.6,,0.1,1,1000
PH-002174,2022,Region I,Ilocos Sur,Female,55,Single,College,18,Unemployed,None/Informal,,2,1,Owned - Light Materials,Deep Well,None,Meralco/Electric Coop,Mobile Data Only,None,3,28.3,6.0,8.7,1,2000
PH-002175,2019,Region XI,Davao de Oro,Male,26,Married,Elementary,6,Unemployed,None/Informal,0.0,5,0,Informal Settler,Piped/NAWASA,None,Meralco/Electric Coop,Both,PhilHealth Only,5,19.5,,6.9,0,0
PH-002176,2018,Region VII,Negros Oriental,Male,39,Single,Postgraduate,20,Retired,None/Informal,,4,2,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,28.5,19.0,3.3,0,0
PH-002177,2018,Region III,Region III Province,Male,18,Separated/Annulled,College,18,Student,None/Informal,0.0,4,5,Owned - Concrete,Shallow Well,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,3,31.4,16.0,3.3,0,0
PH-002178,2020,Region VII,Negros Oriental,Female,41,Married,No Formal Education,2,Student,None/Informal,0.0,7,1,Owned - Concrete,Deep Well,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth Only,3,22.1,6.0,3.1,0,0
PH-002179,2019,Region XII,Region XII Province,Male,20,Single,College,15,Student,None/Informal,0.0,4,0,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,4,18.0,9.0,7.5,0,0
PH-002180,2021,BARMM,Lanao del Sur,Male,15,Widowed,Postgraduate,18,Underemployed,Agriculture/Fishing,16107.0,7,0,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,4,26.3,6.0,11.6,1,1000
PH-002181,2021,Region XI,Davao del Sur,Female,41,Widowed,High School,9,Unemployed,None/Informal,0.0,4,2,Rented,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,25.2,1.0,4.7,1,1500
PH-002182,2022,Region XII,Region XII Province,Male,24,Widowed,College,17,Self-Employed,Healthcare,15657.0,7,3,Owned - Light Materials,Deep Well,Pit Latrine,Meralco/Electric Coop,None,None,3,19.9,6.0,8.6,1,1500
PH-002183,2023,Region IX,Region IX Province,Female,36,Widowed,High School,11,Underemployed,IT/Tech,42602.0,5,2,Owned - Concrete,Piped/NAWASA,Shared Toilet,None,Broadband,None,2,25.1,,7.1,0,0
PH-002184,2019,Region XI,Davao del Norte,Male,46,Widowed,College,17,Unemployed,None/Informal,0.0,3,0,Owned - Light Materials,Communal Faucet,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,2,26.6,2.0,1.5,1,2000
PH-002185,2023,Region IV-B,Region IV-B Province,Male,39,Separated/Annulled,College,15,Employed,Construction,108640.0,4,3,Shared/Rent-free,Deep Well,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,3,,,4.1,1,2000
PH-002186,2021,Region VIII,Region VIII Province,Female,38,Widowed,Elementary,5,Student,None/Informal,0.0,5,1,Owned - Concrete,Deep Well,Pit Latrine,None,Mobile Data Only,PhilHealth Only,4,23.8,6.0,6.6,0,0
PH-002187,2023,Region V,Region V Province,Male,24,Single,College,16,Employed,Agriculture/Fishing,24758.0,4,3,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,3,,,9.2,0,0
PH-002188,2021,Region VI,Region VI Province,Male,41,Married,College,17,Employed,IT/Tech,24494.0,2,0,Owned - Light Materials,Deep Well,Water-sealed/Flush,None,None,PhilHealth Only,2,21.9,10.0,5.2,1,3000
PH-002189,2022,NCR,Metro Manila,Male,41,Separated/Annulled,High School,9,Retired,Transport/Logistics,-999.0,5,2,Owned - Concrete,Deep Well,Water-sealed/Flush,Generator,Broadband,PhilHealth Only,1,20.6,7.0,0.2,1,1500
PH-002190,2021,Region XI,Davao del Sur,Female,42,Married,Vocational/Tech,12,Self-Employed,None/Informal,60989.0,6,1,Rented,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,4,25.1,7.0,3.2,1,500
PH-002191,2023,Region V,Region V Province,Female,31,Married,College,15,Retired,Manufacturing,8473.0,5,2,Owned - Light Materials,Piped/NAWASA,Pit Latrine,None,Broadband,PhilHealth + HMO,3,26.3,13.0,7.8,0,0
PH-002192,2020,CARAGA,CARAGA Province,Male,17,Single,College,17,Employed,Retail/Trade,5258.0,6,0,Owned - Concrete,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,,,15.8,1,1000
PH-002193,2023,Region IV-B,Region IV-B Province,Male,44,Married,High School,12,Self-Employed,Agriculture/Fishing,17224.0,1,1,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,None,3,18.3,8.0,5.0,1,1500
PH-002194,2021,Region IV-B,Region IV-B Province,Female,41,Single,High School,10,Unemployed,None/Informal,0.0,5,0,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,5,23.8,11.0,2.2,1,500
PH-002195,2019,CARAGA,CARAGA Province,Male,29,Live-in,Postgraduate,20,Unemployed,None/Informal,,3,1,Rented,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,5,18.7,0.0,22.3,1,1500
PH-002196,2021,CAR,CAR Province,Female,32,Single,College,18,Employed,Manufacturing,16294.0,6,1,Owned - Concrete,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,27.3,9.0,27.1,1,1000
PH-002197,2020,Region XI,Davao del Norte,Female,27,Widowed,Elementary,7,Self-Employed,Transport/Logistics,37996.0,5,4,Shared/Rent-free,River/Rain,Pit Latrine,None,Mobile Data Only,HMO Only,4,24.6,8.0,6.4,1,2000
PH-002198,2023,Region III,Region III Province,Male,26,Separated/Annulled,College,16,Employed,Government,81473.0,5,1,Shared/Rent-free,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,18.8,3.0,8.6,1,1000
PH-002199,2021,BARMM,Maguindanao,Female,27,Live-in,College,16,Employed,Retail/Trade,12988.0,5,3,Informal Settler,Communal Faucet,Pit Latrine,Solar,Mobile Data Only,HMO Only,3,28.7,5.0,2.0,0,0
PH-002200,2021,Region IV-B,Region IV-B Province,Female,53,Live-in,Elementary,7,Unemployed,None/Informal,0.0,4,1,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,5,26.8,13.0,11.5,1,500
PH-002201,2020,Region V,Region V Province,Female,27,Separated/Annulled,High School,9,Underemployed,Agriculture/Fishing,21245.0,4,2,Informal Settler,Piped/NAWASA,Shared Toilet,None,None,PhilHealth + HMO,4,26.6,14.0,8.2,1,1500
PH-002202,2019,CARAGA,CARAGA Province,Male,30,Live-in,No Formal Education,1,Employed,IT/Tech,14712.0,2,0,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,None,5,19.9,6.0,10.1,1,500
PH-002203,2019,Region VI,Region VI Province,Male,38,Married,College,18,Employed,Healthcare,39713.0,6,1,Owned - Light Materials,Communal Faucet,Pit Latrine,None,None,None,2,25.7,6.0,9.8,1,1500
PH-002204,2020,BARMM,Maguindanao,Male,40,Live-in,Postgraduate,17,Employed,Healthcare,37832.0,5,3,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,19.1,,7.4,0,0
PH-002205,2023,CAR,CAR Province,Female,28,Live-in,Elementary,6,Underemployed,Agriculture/Fishing,17911.0,7,2,Informal Settler,Deep Well,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,31.6,9.0,30.2,0,0
PH-002206,2018,Region III,Region III Province,Female,41,Separated/Annulled,Vocational/Tech,13,Retired,Agriculture/Fishing,4893.0,6,2,Rented,River/Rain,Pit Latrine,Meralco/Electric Coop,Both,None,5,27.3,7.0,1.3,1,2000
PH-002207,2018,Region VIII,Region VIII Province,Female,32,Single,High School,12,Employed,Retail/Trade,14613.0,3,2,Informal Settler,Communal Faucet,Pit Latrine,Meralco/Electric Coop,None,HMO Only,4,26.2,2.0,6.3,0,0
PH-002208,2021,NCR,Metro Manila,Male,49,Live-in,College,18,Employed,Agriculture/Fishing,,4,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,None,Both,PhilHealth Only,3,27.2,11.0,1.5,0,0
PH-002209,2019,Region II,Region II Province,Male,24,Widowed,Postgraduate,18,Employed,Education,18723.0,6,1,Owned - Light Materials,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,HMO Only,4,22.8,9.0,7.8,1,1500
PH-002210,2019,NCR,Metro Manila,Male,17,Married,Elementary,6,Employed,None/Informal,8463.0,2,3,Rented,Bottled/Delivered,Water-sealed/Flush,Generator,Both,PhilHealth Only,2,35.2,5.0,1.3,0,0
PH-002211,2022,Region I,Pangasinan,Female,53,Live-in,College,17,Employed,Healthcare,81117.0,8,3,Owned - Concrete,Piped/NAWASA,Pit Latrine,None,Mobile Data Only,HMO Only,4,27.0,11.0,3.3,0,0
PH-002212,2021,Region IV-A,Rizal,Male,25,Married,College,17,Student,None/Informal,0.0,4,1,Owned - Concrete,Piped/NAWASA,Shared Toilet,Generator,Mobile Data Only,PhilHealth Only,3,27.4,15.0,5.3,0,0
PH-002213,2022,Region II,Region II Province,Female,52,Married,College,18,Employed,Education,12270.0,4,1,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth + HMO,1,,,9.5,0,0
PH-002214,2022,Region XI,Davao del Sur,Male,42,Separated/Annulled,College,16,Unemployed,None/Informal,0.0,2,4,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,5,26.9,6.0,2.1,0,0
PH-002215,2018,Region X,Region X Province,Female,30,Widowed,High School,9,Self-Employed,None/Informal,,8,4,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth + HMO,3,19.8,8.0,0.3,1,1000
PH-002216,2021,Region IV-B,Region IV-B Province,Female,38,Married,College,18,Self-Employed,Retail/Trade,22279.0,3,0,Shared/Rent-free,Deep Well,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,3,22.3,4.0,3.6,1,500
PH-002217,2018,Region IV-B,Region IV-B Province,Male,34,Live-in,High School,12,Underemployed,Agriculture/Fishing,32406.0,7,1,Owned - Concrete,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,26.5,3.0,5.9,0,0
PH-002218,2021,Region IV-A,Batangas,Male,44,Live-in,High School,10,Retired,Retail/Trade,16167.0,4,1,Owned - Light Materials,River/Rain,Pit Latrine,None,Broadband,None,2,21.0,10.0,6.1,1,1000
PH-002219,2022,CARAGA,CARAGA Province,Male,45,Live-in,High School,10,Unemployed,None/Informal,0.0,3,4,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,24.4,4.0,5.0,0,0
PH-002220,2019,CARAGA,CARAGA Province,Male,45,Separated/Annulled,Elementary,8,Unemployed,None/Informal,0.0,6,1,Owned - Concrete,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,4,26.7,0.0,8.3,1,1000
PH-002221,2022,Region IV-A,Laguna,Female,44,Separated/Annulled,Vocational/Tech,11,Employed,Education,11469.0,5,0,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,3,24.4,0.0,8.5,0,0
PH-002222,2019,Region III,Region III Province,Female,26,Live-in,High School,12,Unemployed,None/Informal,,3,2,Rented,Deep Well,Pit Latrine,None,Mobile Data Only,PhilHealth Only,5,20.2,8.0,6.3,0,0
PH-002223,2019,Region X,Region X Province,Male,43,Separated/Annulled,College,15,Student,None/Informal,0.0,5,1,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,3,24.9,2.0,3.8,0,0
PH-002224,2023,Region XII,Region XII Province,Female,40,Married,Elementary,6,Employed,Agriculture/Fishing,41871.0,1,0,Owned - Concrete,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,None,3,33.1,,2.8,0,0
PH-002225,2022,CARAGA,CARAGA Province,Female,32,Live-in,College,16,Unemployed,None/Informal,,7,1,Rented,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,HMO Only,3,22.5,3.0,12.9,0,0
PH-002226,2020,Region X,Region X Province,Female,54,Separated/Annulled,Postgraduate,19,Employed,IT/Tech,29550.0,4,1,Owned - Concrete,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,1,,10.0,4.5,1,2000
PH-002227,2020,CAR,CAR Province,Female,73,Married,College,16,Retired,Healthcare,-999.0,3,1,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,4,25.0,3.0,18.4,0,0
PH-002228,2021,Region II,Region II Province,Male,26,Married,College,16,Student,None/Informal,,8,3,Informal Settler,Deep Well,Water-sealed/Flush,None,None,None,3,29.9,10.0,7.6,1,1000
PH-002229,2021,Region X,Region X Province,Female,40,Separated/Annulled,College,17,Employed,Government,,3,3,Informal Settler,Deep Well,Water-sealed/Flush,None,Both,None,3,22.8,6.0,6.3,1,2000
